ISBN,title,author,Year-Of-Publication,image
0679438025,Midnight in the Garden of Good and Evil,JOHN BERENDT,1995,http://images.amazon.com/images/P/0679438025.01.MZZZZZZZ.jpg
009927454X,Midnight in the Garden of Good and Evil,J. Berendt,1997,http://images.amazon.com/images/P/009927454X.01.MZZZZZZZ.jpg
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg
0688065716,The Sands of Time,Sidney Sheldon,1988,http://images.amazon.com/images/P/0688065716.01.MZZZZZZZ.jpg
0446356832,The Sands of Time,Sidney Sheldon,1989,http://images.amazon.com/images/P/0446356832.01.MZZZZZZZ.jpg
0743406176,If Only It Were True,Marc Levy,2000,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg
0743406184,If Only It Were True,Marc Levy,2001,http://images.amazon.com/images/P/0743406184.01.MZZZZZZZ.jpg
0743412028,Pay It Forward,Catherine Ryan Hyde,2000,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg
080410753X,The Kitchen God's Wife,Amy Tan,1992,http://images.amazon.com/images/P/080410753X.01.MZZZZZZZ.jpg
0399135782,The Kitchen God's Wife,Amy Tan,1991,http://images.amazon.com/images/P/0399135782.01.MZZZZZZZ.jpg
0804108749,Saint Maybe,ANNE TYLER,1992,http://images.amazon.com/images/P/0804108749.01.MZZZZZZZ.jpg
0679403612,Saint Maybe,Anne Tyler,1991,http://images.amazon.com/images/P/0679403612.01.MZZZZZZZ.jpg
0449911608,Saint Maybe,Anne Tyler,1996,http://images.amazon.com/images/P/0449911608.01.MZZZZZZZ.jpg
080411918X,A Patchwork Planet,ANNE TYLER,2001,http://images.amazon.com/images/P/080411918X.01.MZZZZZZZ.jpg
037540256X,A Patchwork Planet,Anne Tyler,1998,http://images.amazon.com/images/P/037540256X.01.MZZZZZZZ.jpg
0971880107,Wild Animus,Rich Shapero,2004,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,http://images.amazon.com/images/P/1400031354.01.MZZZZZZZ.jpg
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg
0833563505,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1999,http://images.amazon.com/images/P/0833563505.01.MZZZZZZZ.jpg
0345443284,While I Was Gone,Sue Miller,1999,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg
0345420748,While I Was Gone,Sue Miller,2002,http://images.amazon.com/images/P/0345420748.01.MZZZZZZZ.jpg
074754364X,While I Was Gone,Miller Sue,1999,http://images.amazon.com/images/P/074754364X.01.MZZZZZZZ.jpg
037541178X,While I Was Gone,SUE MILLER,2000,http://images.amazon.com/images/P/037541178X.01.MZZZZZZZ.jpg
0425146413,Night Prey,John Sandford,2004,http://images.amazon.com/images/P/0425146413.01.MZZZZZZZ.jpg
0399139141,Night Prey,John Sandford,1994,http://images.amazon.com/images/P/0399139141.01.MZZZZZZZ.jpg
0821736612,Night Prey,Carol Davis Luce,1992,http://images.amazon.com/images/P/0821736612.01.MZZZZZZZ.jpg
0743532805,Night Prey,John Sandford,2003,http://images.amazon.com/images/P/0743532805.01.MZZZZZZZ.jpg
0425161242,Chromosome 6,Robin Cook,2000,http://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg
039914207X,Chromosome 6,Robin Cook,1997,http://images.amazon.com/images/P/039914207X.01.MZZZZZZZ.jpg
0425169863,Point of Origin,Patricia Daniels Cornwell,1999,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg
0399143947,Point of Origin,Patricia Daniels Cornwell,1998,http://images.amazon.com/images/P/0399143947.01.MZZZZZZZ.jpg
0440234743,The Testament,John Grisham,1999,http://images.amazon.com/images/P/0440234743.01.MZZZZZZZ.jpg
0671448331,The Testament,Elie Wiesel,1981,http://images.amazon.com/images/P/0671448331.01.MZZZZZZZ.jpg
0446607657,When the Wind Blows,James Patterson,1999,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg
0316693324,When the Wind Blows,James Patterson,1998,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg
0440198577,When the Wind Blows,John Saul,0,http://images.amazon.com/images/P/0440198577.01.MZZZZZZZ.jpg
0440194903,When the Wind Blows,John Saul,1990,http://images.amazon.com/images/P/0440194903.01.MZZZZZZZ.jpg
1558176136,When the Wind Blows,Judith Marshall,1992,http://images.amazon.com/images/P/1558176136.01.MZZZZZZZ.jpg
0786006587,When the Wind Blows,Zachary Alan Fox,1999,http://images.amazon.com/images/P/0786006587.01.MZZZZZZZ.jpg
157566335X,When the Wind Blows,Zachary Alan Fox,1998,http://images.amazon.com/images/P/157566335X.01.MZZZZZZZ.jpg
0140094199,When the Wind Blows,Raymond Briggs,1982,http://images.amazon.com/images/P/0140094199.01.MZZZZZZZ.jpg
0446676438,When the Wind Blows,James Patterson,2000,http://images.amazon.com/images/P/0446676438.01.MZZZZZZZ.jpg
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg
0553268120,All Creatures Great and Small,James Herriot,1985,http://images.amazon.com/images/P/0553268120.01.MZZZZZZZ.jpg
0553122509,All Creatures Great and Small,James Herriot,0,http://images.amazon.com/images/P/0553122509.01.MZZZZZZZ.jpg
0553204343,All Creatures Great and Small,James Herriot,1981,http://images.amazon.com/images/P/0553204343.01.MZZZZZZZ.jpg
0312965788,All Creatures Great and Small,James Herriot,1998,http://images.amazon.com/images/P/0312965788.01.MZZZZZZZ.jpg
0312084986,All Creatures Great and Small,James Herriot,1992,http://images.amazon.com/images/P/0312084986.01.MZZZZZZZ.jpg
0553579606,Ashes to Ashes,TAMI HOAG,2000,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg
0553106333,Ashes to Ashes,Tami Hoag,1999,http://images.amazon.com/images/P/0553106333.01.MZZZZZZZ.jpg
0743532953,Ashes to Ashes,Tami Hoag,2003,http://images.amazon.com/images/P/0743532953.01.MZZZZZZZ.jpg
1557737681,Ashes to Ashes,Mary Monica Pulver,1992,http://images.amazon.com/images/P/1557737681.01.MZZZZZZZ.jpg
1557734216,Ashes to Ashes,Lillian Stewart Carl,1990,http://images.amazon.com/images/P/1557734216.01.MZZZZZZZ.jpg
031202164X,Ashes to Ashes,Mary Monica Pulver,1988,http://images.amazon.com/images/P/031202164X.01.MZZZZZZZ.jpg
0553579754,Fear Nothing,DEAN KOONTZ,1998,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg
0553580191,Seize the Night,DEAN KOONTZ,1999,http://images.amazon.com/images/P/0553580191.01.MZZZZZZZ.jpg
0553106651,Seize the Night,DEAN KOONTZ,1998,http://images.amazon.com/images/P/0553106651.01.MZZZZZZZ.jpg
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg
0671888587,I'll Be Seeing You,Mary Higgins Clark,1994,http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg
0553567187,I'll Be Seeing You,LURLENE MCDANIEL,1996,http://images.amazon.com/images/P/0553567187.01.MZZZZZZZ.jpg
0786817879,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2003,http://images.amazon.com/images/P/0786817879.01.MZZZZZZZ.jpg
0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg
0786808012,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2001,http://images.amazon.com/images/P/0786808012.01.MZZZZZZZ.jpg
0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg
0345391055,Disclosure,Michael Crichton,1994,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg
034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg
0553582895,Dark Rivers of the Heart,DEAN KOONTZ,2000,http://images.amazon.com/images/P/0553582895.01.MZZZZZZZ.jpg
0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,http://images.amazon.com/images/P/0373825013.01.MZZZZZZZ.jpg
0375402675,Rainbow Six,Tom Clancy,1998,http://images.amazon.com/images/P/0375402675.01.MZZZZZZZ.jpg
0425170349,Rainbow Six,Tom Clancy,2004,http://images.amazon.com/images/P/0425170349.01.MZZZZZZZ.jpg
0613222407,Rainbow Six,Clancy Tom,1999,http://images.amazon.com/images/P/0613222407.01.MZZZZZZZ.jpg
0380731851,Mystic River,Dennis Lehane,2002,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg
0688163165,Mystic River,Dennis Lehane,2001,http://images.amazon.com/images/P/0688163165.01.MZZZZZZZ.jpg
0060584750,Mystic River,Dennis Lehane,2003,http://images.amazon.com/images/P/0060584750.01.MZZZZZZZ.jpg
0425126064,Shadow Prey,John Sandford,2004,http://images.amazon.com/images/P/0425126064.01.MZZZZZZZ.jpg
039913543X,Shadow Prey,John Sandford,1990,http://images.amazon.com/images/P/039913543X.01.MZZZZZZZ.jpg
157815054X,Shadow Prey,John Sandford,1997,http://images.amazon.com/images/P/157815054X.01.MZZZZZZZ.jpg
0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,http://images.amazon.com/images/P/0425133540.01.MZZZZZZZ.jpg
0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,http://images.amazon.com/images/P/0425147363.01.MZZZZZZZ.jpg
042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,http://images.amazon.com/images/P/042516098X.01.MZZZZZZZ.jpg
0399142282,Hornet's Nest,Patricia Daniels Cornwell,1997,http://images.amazon.com/images/P/0399142282.01.MZZZZZZZ.jpg
0440211727,A Time to Kill,JOHN GRISHAM,1992,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg
0385470819,A Time to Kill,JOHN GRISHAM,1993,http://images.amazon.com/images/P/0385470819.01.MZZZZZZZ.jpg
0385470789,A Time to Kill,John Grisham,1993,http://images.amazon.com/images/P/0385470789.01.MZZZZZZZ.jpg
0922066728,A Time to Kill,John Grisham,1992,http://images.amazon.com/images/P/0922066728.01.MZZZZZZZ.jpg
0440211891,Heartbeat,Danielle Steel,1992,http://images.amazon.com/images/P/0440211891.01.MZZZZZZZ.jpg
0385299087,Heartbeat,Danielle Steel,1991,http://images.amazon.com/images/P/0385299087.01.MZZZZZZZ.jpg
0380782413,Heartbeat,Joan Johnston,1997,http://images.amazon.com/images/P/0380782413.01.MZZZZZZZ.jpg
0553287796,Heartbeat,Norma Fox Mazer,1994,http://images.amazon.com/images/P/0553287796.01.MZZZZZZZ.jpg
0440213525,The Client,John Grisham,1994,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg
038542471X,The Client,John Grisham,1993,http://images.amazon.com/images/P/038542471X.01.MZZZZZZZ.jpg
0440214041,The Pelican Brief,John Grisham,1993,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg
0385421982,The Pelican Brief,JOHN GRISHAM,1992,http://images.amazon.com/images/P/0385421982.01.MZZZZZZZ.jpg
0553470469,The Pelican Brief,John Grisham,1992,http://images.amazon.com/images/P/0553470469.01.MZZZZZZZ.jpg
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,http://images.amazon.com/images/P/0440218535.01.MZZZZZZZ.jpg
0385315147,Smilla's Sense of Snow,Peter Hoeg,1995,http://images.amazon.com/images/P/0385315147.01.MZZZZZZZ.jpg
0374266441,Smilla's Sense of Snow,Peter Hoeg,1993,http://images.amazon.com/images/P/0374266441.01.MZZZZZZZ.jpg
0770426182,Smilla's Sense of Snow,Peter Hoeg,1994,http://images.amazon.com/images/P/0770426182.01.MZZZZZZZ.jpg
0440222656,The Horse Whisperer,Nicholas Evans,1996,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg
0385315236,The Horse Whisperer,Nicholas Evans,1995,http://images.amazon.com/images/P/0385315236.01.MZZZZZZZ.jpg
0446612790,2nd Chance,James Patterson,2003,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg
0316693200,2nd Chance,James Patterson,2002,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg
060629807X,2nd Chance,James Patterson,2004,http://images.amazon.com/images/P/060629807X.01.MZZZZZZZ.jpg
0449217264,Alaska,James A. Michener,1994,http://images.amazon.com/images/P/0449217264.01.MZZZZZZZ.jpg
0394551540,Alaska,James A. Michener,1988,http://images.amazon.com/images/P/0394551540.01.MZZZZZZZ.jpg
0671001787,Alaska,Frank Lauria,1996,http://images.amazon.com/images/P/0671001787.01.MZZZZZZZ.jpg
0451132378,Pet Sematary,Stephen King,1984,http://images.amazon.com/images/P/0451132378.01.MZZZZZZZ.jpg
0451162072,Pet Sematary,Stephen King,1994,http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg
0743412273,Pet Sematary,Stephen King,2001,http://images.amazon.com/images/P/0743412273.01.MZZZZZZZ.jpg
0385182449,Pet Sematary,Stephen King,1993,http://images.amazon.com/images/P/0385182449.01.MZZZZZZZ.jpg
0743412281,Pet Sematary,Stephen King,2002,http://images.amazon.com/images/P/0743412281.01.MZZZZZZZ.jpg
0451139755,Pet Sematary,Stephen King,1985,http://images.amazon.com/images/P/0451139755.01.MZZZZZZZ.jpg
0451170385,Four Past Midnight,Stephen King,2001,http://images.amazon.com/images/P/0451170385.01.MZZZZZZZ.jpg
0670835382,Four Past Midnight,Stephen King,1990,http://images.amazon.com/images/P/0670835382.01.MZZZZZZZ.jpg
0451213599,Four Past Midnight,Stephen King,2004,http://images.amazon.com/images/P/0451213599.01.MZZZZZZZ.jpg
0553478257,Fat Tuesday,Sandra Brown,1997,http://images.amazon.com/images/P/0553478257.01.MZZZZZZZ.jpg
0446605581,Fat Tuesday,Sandra Brown,1998,http://images.amazon.com/images/P/0446605581.01.MZZZZZZZ.jpg
0688067700,Fat Tuesday,Earl W. Emerson,1987,http://images.amazon.com/images/P/0688067700.01.MZZZZZZZ.jpg
0590313088,Hideaway,Beverly H. Renner,1980,http://images.amazon.com/images/P/0590313088.01.MZZZZZZZ.jpg
042513525X,Hideaway,Dean R. Koontz,1992,http://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg
0373785070,Hideaway,Hannah Alexander,2003,http://images.amazon.com/images/P/0373785070.01.MZZZZZZZ.jpg
0671004565,We'll Meet Again,Mary Higgins Clark,2000,http://images.amazon.com/images/P/0671004565.01.MZZZZZZZ.jpg
0684835975,We'll Meet Again,Mary Higgins Clark,1999,http://images.amazon.com/images/P/0684835975.01.MZZZZZZZ.jpg
0671034022,Mercy,Julie Garwood,2002,http://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg
0743422449,Mercy,Jodi Picoult,2001,http://images.amazon.com/images/P/0743422449.01.MZZZZZZZ.jpg
0671034014,Mercy,Julie Garwood,2001,http://images.amazon.com/images/P/0671034014.01.MZZZZZZZ.jpg
0553289721,Mercy,David Lindsey,1991,http://images.amazon.com/images/P/0553289721.01.MZZZZZZZ.jpg
038524813X,Mercy,David L. Lindsey,1990,http://images.amazon.com/images/P/038524813X.01.MZZZZZZZ.jpg
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg
0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,http://images.amazon.com/images/P/0140244824.01.MZZZZZZZ.jpg
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,http://images.amazon.com/images/P/014025448X.01.MZZZZZZZ.jpg
0745926290,At Home in Mitford (The Mitford Years),Jan Karon,1994,http://images.amazon.com/images/P/0745926290.01.MZZZZZZZ.jpg
014034294X,Matilda,Roald Dahl,1990,http://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg
0590996835,Matilda,Roald Dahl,1996,http://images.amazon.com/images/P/0590996835.01.MZZZZZZZ.jpg
0141301066,Matilda,Roald Dahl,1998,http://images.amazon.com/images/P/0141301066.01.MZZZZZZZ.jpg
2070512541,Matilda,Roald Dahl,2002,http://images.amazon.com/images/P/2070512541.01.MZZZZZZZ.jpg
0670824399,Matilda,Roald Dahl,1988,http://images.amazon.com/images/P/0670824399.01.MZZZZZZZ.jpg
2070335550,Matilda,Roald Dahl,1920,http://images.amazon.com/images/P/2070335550.01.MZZZZZZZ.jpg
0141311363,Matilda,Roald Dahl,2001,http://images.amazon.com/images/P/0141311363.01.MZZZZZZZ.jpg
0156528207,The Little Prince,Antoine de Saint-Exup̩ry,1968,http://images.amazon.com/images/P/0156528207.01.MZZZZZZZ.jpg
0156012197,The Little Prince,Antoine de Saint-Exup̩ry,2000,http://images.amazon.com/images/P/0156012197.01.MZZZZZZZ.jpg
0152465030,The Little Prince,Antoine De Saint-Exupery,1943,http://images.amazon.com/images/P/0152465030.01.MZZZZZZZ.jpg
0156465116,The Little Prince,Antoine de Saint-Exup̩ry,1982,http://images.amazon.com/images/P/0156465116.01.MZZZZZZZ.jpg
0312958129,Coming Home,Rosamunde Pilcher,1996,http://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg
0373107455,Coming Home,Alison Fraser,1984,http://images.amazon.com/images/P/0373107455.01.MZZZZZZZ.jpg
0312134517,Coming Home,Rosamunde Pilcher,1995,http://images.amazon.com/images/P/0312134517.01.MZZZZZZZ.jpg
0446611905,Coming Home,Shirlee Busbee,2003,http://images.amazon.com/images/P/0446611905.01.MZZZZZZZ.jpg
0553471759,Coming Home,ROSAMUNDE PILCHER,1995,http://images.amazon.com/images/P/0553471759.01.MZZZZZZZ.jpg
0312974256,Welcome to Temptation,Jennifer Crusie,2001,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg
0312252943,Welcome to Temptation,Jennifer Crusie,2000,http://images.amazon.com/images/P/0312252943.01.MZZZZZZZ.jpg
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg
0345327853,Beloved,BERTRICE SMALL,1985,http://images.amazon.com/images/P/0345327853.01.MZZZZZZZ.jpg
0452280621,Beloved,Toni Morrison,1998,http://images.amazon.com/images/P/0452280621.01.MZZZZZZZ.jpg
0394535979,Beloved,TONI MORRISON,1987,http://images.amazon.com/images/P/0394535979.01.MZZZZZZZ.jpg
0451161394,Beloved,Toni Morrison,1991,http://images.amazon.com/images/P/0451161394.01.MZZZZZZZ.jpg
1580601200,Beloved,Toni Morrison,1987,http://images.amazon.com/images/P/1580601200.01.MZZZZZZZ.jpg
0345293568,Beloved,Bertrice Small,1983,http://images.amazon.com/images/P/0345293568.01.MZZZZZZZ.jpg
0446601764,Beloved,Stella Cameron,1996,http://images.amazon.com/images/P/0446601764.01.MZZZZZZZ.jpg
0451156595,Beloved,Toni Morrison,1996,http://images.amazon.com/images/P/0451156595.01.MZZZZZZZ.jpg
0099760118,Beloved,Toni Morrison,0,http://images.amazon.com/images/P/0099760118.01.MZZZZZZZ.jpg
0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg
0345368754,Foucault's Pendulum,Umberto Eco,1990,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg
0151327653,Foucault's Pendulum,Umberto Eco,1989,http://images.amazon.com/images/P/0151327653.01.MZZZZZZZ.jpg
0345418271,Foucault's Pendulum,Umberto Eco,1997,http://images.amazon.com/images/P/0345418271.01.MZZZZZZZ.jpg
0345380371,Rising Sun,MICHAEL CRICHTON,1992,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg
0394589424,Rising Sun,Michael Crichton,1992,http://images.amazon.com/images/P/0394589424.01.MZZZZZZZ.jpg
034538184X,Degree of Guilt,Richard North Patterson,1995,http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg
0679420649,Degree of Guilt,Richard North Patterson,1993,http://images.amazon.com/images/P/0679420649.01.MZZZZZZZ.jpg
0345384350,Icebound,Dean R. Koontz,1995,http://images.amazon.com/images/P/0345384350.01.MZZZZZZZ.jpg
0553582909,Icebound,Dean R. Koontz,2000,http://images.amazon.com/images/P/0553582909.01.MZZZZZZZ.jpg
0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg
0394587863,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1990,http://images.amazon.com/images/P/0394587863.01.MZZZZZZZ.jpg
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg
0345404114,Sleepers,Lorenzo Carcaterra,1996,http://images.amazon.com/images/P/0345404114.01.MZZZZZZZ.jpg
0345396065,Sleepers,Lorenzo Carcaterra,1995,http://images.amazon.com/images/P/0345396065.01.MZZZZZZZ.jpg
